URL,rank_host,rank_country,host,path,Length_of_url,Length_of_host,No_of_dots,avg_token_length,token_count,largest_token,avg_domain_token_length,domain_token_count,largest_domain,avg_path_token,path_token_count,largest_path,sec_sen_word_cnt,IPaddress_presence,ASNno,safebrowsing
https://www.phonepe.com/terms-conditions/general/,-1,-1,www.phonepe.com,/terms-conditions/general/,49,15,2,5.714285714285714,7,10,4.333333333333333,3,7,7.333333333333333,3,10,0,0,-1,-1
